candidate_id,source_id,source_term_iri,source_label,source_term_type,uogto_source_id,uogto_term_iri,uogto_label,uogto_term_type,candidate_predicate,confidence,review_status,decision_predicate,reviewer,review_rationale,review_flags,evidence_json
candidate-45c9b2992eb8942d,owl_time,http://www.w3.org/2006/time#DateTimeInterval,Date-time interval,class,uogto_core_uogto-core,https://w3id.org/uogto/core#GameInstance,Game Instance,class,no_match,0.1227,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2112, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5161, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-5f26b73cc3fea037,owl_time,http://www.w3.org/2006/time#Instant,Time instant,class,uogto_core_information,https://w3id.org/uogto/core#ImperfectInformation,Imperfect Information,class,no_match,0.1221,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2577, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4848, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-b2dffb3f0995722e,owl_time,http://www.w3.org/2006/time#Instant,Time instant,class,uogto_core_strategies,https://w3id.org/uogto/core#PureStrategy,Pure Strategy,class,no_match,0.122,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2619, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.48, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-884efa3119f9154e,owl_time,http://www.w3.org/2006/time#Year,Anno,class,uogto_core_uogto-core,https://w3id.org/uogto/core#ChanceNode,Chance Node,class,no_match,0.122,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2308, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-bb752f1595cb6b33,owl_time,http://www.w3.org/2006/time#DateTimeDescription,Date-Time description,class,uogto_core_uogto-core,https://w3id.org/uogto/core#GameSpecification,Game Specification,class,no_match,0.1219,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1197, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5641, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-3d30ac821f9bd2fa,owl_time,http://www.w3.org/2006/time#Duration,Time duration,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Action,Action,class,no_match,0.1219,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.3636, ""synonym"": false, ""type_compatible"": true}"
candidate-5e1eec9fc76d3c1d,owl_time,http://www.w3.org/2006/time#hasDateTimeDescription,has Date-Time description,object_property,uogto_core_uogto-core,https://w3id.org/uogto/core#hasTransition,has transition,object_property,no_match,0.1218,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.147, ""embedding_similarity"": 0.1657, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5128, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-05f7b0f5d4889614,owl_time,http://www.w3.org/2006/time#TemporalPosition,Temporal position,class,uogto_core_information,https://w3id.org/uogto/core#ImperfectInformation,Imperfect Information,class,no_match,0.1217,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3175, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4737, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-58e9a78f41015aff,owl_time,http://www.w3.org/2006/time#TemporalPosition,Temporal position,class,uogto_core_uogto-core,https://w3id.org/uogto/core#TerminalNode,Terminal Node,class,no_match,0.1215,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3276, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-bb649c0b68b81d75,owl_time,http://www.w3.org/2006/time#TemporalUnit,Temporal unit,class,uogto_core_uogto-core,https://w3id.org/uogto/core#TerminalNode,Terminal Node,class,no_match,0.1214,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1558, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5385, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-7f0788b4926089d6,owl_time,http://www.w3.org/2006/time#TemporalDuration,Temporal duration,class,uogto_core_uogto-core,https://w3id.org/uogto/core#Coalition,Coalition,class,no_match,0.1213,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1992, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5385, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-0e0f4407a0b8402f,owl_time,http://www.w3.org/2006/time#TimePosition,Time position,class,uogto_core_information,https://w3id.org/uogto/core#ImperfectInformation,Imperfect Information,class,no_match,0.1213,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1702, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5294, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-5989554f5c8fa9ea,owl_time,http://www.w3.org/2006/time#hasDateTimeDescription,has Date-Time description,object_property,uogto_extensions_institutional-economics,https://w3id.org/uogto/extensions#hasInstitution,hasInstitution,object_property,no_match,0.1213,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1368, ""embedding_similarity"": 0.1524, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
candidate-3451c36690dde965,owl_time,http://www.w3.org/2006/time#Instant,Time instant,class,uogto_core_uogto-core,https://w3id.org/uogto/core#GameNode,Game Node,class,no_match,0.121,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.375, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.381, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
candidate-c91bb80a707a2a52,owl_time,http://www.w3.org/2006/time#TemporalEntity,Temporal entity,class,uogto_extensions_llm-agent-games,https://w3id.org/uogto/extensions#AgentCapability,AgentCapability,class,no_match,0.121,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2991, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4516, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-4851b4e27bce87b3,owl_time,http://www.w3.org/2006/time#hasDateTimeDescription,has Date-Time description,object_property,uogto_extensions_network-games,https://w3id.org/uogto/extensions#hasLocalInteraction,hasLocalInteraction,object_property,no_match,0.121,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1064, ""embedding_similarity"": 0.1333, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5217, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
candidate-924a1ba0454021c0,owl_time,http://www.w3.org/2006/time#Instant,Time instant,class,uogto_core_uogto-core,https://w3id.org/uogto/core#InitialState,Initial State,class,no_match,0.1209,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1077, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.56, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-fc415f2e9a13a49a,owl_time,http://www.w3.org/2006/time#MonthOfYear,Month of year,class,uogto_core_agents,https://w3id.org/uogto/core#HumanPlayer,Human Player,class,no_match,0.1209,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1333, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5455, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-8ba3a38c9e17e593,owl_time,http://www.w3.org/2006/time#TemporalEntity,Temporal entity,class,uogto_core_agents,https://w3id.org/uogto/core#ArtificialAgent,Artificial Agent,class,no_match,0.1206,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2936, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4516, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-fd79097a86d5909f,owl_time,http://www.w3.org/2006/time#dayOfYear,day of year,datatype_property,uogto_core_uogto-core,https://w3id.org/uogto/core#name,name,datatype_property,no_match,0.1205,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2979, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.3333, ""normalized_label"": false, ""property_signature_similarity"": 0.4, ""source_reliability"": 1.0, ""structural_similarity"": 0.4, ""synonym"": false, ""type_compatible"": true}"
candidate-53175d03c0a391cf,owl_time,http://www.w3.org/2006/time#Year,Anno,class,uogto_core_uogto-core,https://w3id.org/uogto/core#Player,Player,class,no_match,0.1202,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1493, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5333, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-b893d8a93a1d3ed3,owl_time,http://www.w3.org/2006/time#MonthOfYear,Month of year,class,uogto_extensions_llm-agent-games,https://w3id.org/uogto/extensions#AgentMessage,AgentMessage,class,no_match,0.1201,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3171, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4348, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-bc4a374e3fb08d12,owl_time,http://www.w3.org/2006/time#Instant,Time instant,class,uogto_core_uogto-core,https://w3id.org/uogto/core#Institution,Institution,class,no_match,0.12,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2675, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4348, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
candidate-0ab225257bfefe9b,prov_o,http://www.w3.org/ns/prov#Agent,Agent,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Agent,Agent,class,skos:narrowMatch,1.0,accepted,skos:narrowMatch,ontology_alignment_reviewer,Accepted because the checked-in UOGTO alignment module asserts the UOGTO term as a subclass of the external source term; recorded as a conservative narrow match rather than equivalence.,,"{""definition_similarity"": 0.0, ""embedding_similarity"": 1.0, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": true, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
candidate-6796abf9f4fc3bfa,prov_o,http://www.w3.org/ns/prov#Activity,Activity,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Action,Action,class,skos:narrowMatch,0.62,accepted,skos:narrowMatch,ontology_alignment_reviewer,Accepted because the checked-in UOGTO alignment module asserts the UOGTO term as a subclass of the external source term; recorded as a conservative narrow match rather than equivalence.,,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": true, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
candidate-3dda61b5462ba5cc,prov_o,http://www.w3.org/ns/prov#Entity,Entity,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Outcome,Outcome,class,skos:narrowMatch,0.5615,accepted,skos:narrowMatch,ontology_alignment_reviewer,Accepted because the checked-in UOGTO alignment module asserts the UOGTO term as a subclass of the external source term; recorded as a conservative narrow match rather than equivalence.,,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": true, ""lexical_similarity"": 0.1538, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
candidate-bcd6fbf80d6f66ea,prov_o,http://www.w3.org/2002/07/owl#Thing,Thing,class,uogto_alignments_wot-thing-description,https://w3id.org/uogto/extensions#Thing,Thing,class,owl:equivalentClass,0.55,accepted,owl:equivalentClass,automation_prefill,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,high_impact_requires_review,"{""definition_similarity"": 0.0, ""embedding_similarity"": 1.0, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-3f63576818b820e2,prov_o,http://www.w3.org/ns/prov#Role,Role,class,uogto_core_uogto-core,https://w3id.org/uogto/core#Role,Role,class,owl:equivalentClass,0.5316,accepted,owl:equivalentClass,automation_prefill,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,high_impact_requires_review,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.6325, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-b1bebcdd839f61cb,prov_o,http://www.w3.org/ns/prov#agent,agent,object_property,uogto_alignments_prov-o,https://w3id.org/uogto/core#Agent,Agent,class,no_match,0.4775,rejected,,ontology_alignment_reviewer,Rejected because the candidate crosses incompatible term types without an approved bridge pattern.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 1.0, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.75, ""synonym"": false, ""type_compatible"": false}"
candidate-1910d5c5afa22327,prov_o,http://www.w3.org/ns/prov#SoftwareAgent,SoftwareAgent,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Agent,Agent,class,no_match,0.187,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.6667, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
candidate-27a65968de5467c8,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_algorithmic-game-theory,https://w3id.org/uogto/extensions#poaValue,poaValue,datatype_property,no_match,0.1727,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.603, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7143, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
candidate-cc25317aada62bc2,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_algorithmic-game-theory,https://w3id.org/uogto/extensions#posValue,posValue,datatype_property,no_match,0.1727,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.603, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7143, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
candidate-77c1c493d58bff4e,prov_o,http://www.w3.org/ns/prov#hadRole,hadRole,object_property,uogto_core_uogto-core,https://w3id.org/uogto/core#hasRole,has role,object_property,no_match,0.1679,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.3078, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.875, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-cfebcf3fa5576dde,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_institutional-economics,https://w3id.org/uogto/extensions#costValue,costValue,datatype_property,no_match,0.1647,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5774, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
candidate-5cc3b3abcd8e7825,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_contract-theory,https://w3id.org/uogto/extensions#wageValue,wageValue,datatype_property,no_match,0.1626,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5345, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
candidate-26dea584fa59f1a1,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_core_uogto-core,https://w3id.org/uogto/core#payoffValue,payoff value,datatype_property,no_match,0.1625,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.603, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5882, ""normalized_label"": false, ""property_signature_similarity"": 0.4, ""source_reliability"": 1.0, ""structural_similarity"": 0.4, ""synonym"": false, ""type_compatible"": true}"
candidate-f4e8cc02aa2cd783,prov_o,http://www.w3.org/ns/prov#Association,Association,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Action,Action,class,no_match,0.1622,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7059, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.6667, ""synonym"": false, ""type_compatible"": true}"
candidate-cdb7c62610af3702,prov_o,http://www.w3.org/ns/prov#Quotation,Quotation,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Action,Action,class,no_match,0.1608,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.75, ""synonym"": false, ""type_compatible"": true}"
candidate-6089343a3f8da211,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_core_uogto-core,https://w3id.org/uogto/core#utilityValue,utility value,datatype_property,no_match,0.1594,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.6325, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5556, ""normalized_label"": false, ""property_signature_similarity"": 0.4, ""source_reliability"": 1.0, ""structural_similarity"": 0.4, ""synonym"": false, ""type_compatible"": true}"
candidate-92888effb0f1c42b,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_trust-reputation-provenance,https://w3id.org/uogto/extensions#scoreValue,scoreValue,datatype_property,no_match,0.1567,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5345, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.625, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
candidate-71839b9465aecfe3,prov_o,http://www.w3.org/ns/prov#Entity,Entity,class,uogto_core_uogto-core,https://w3id.org/uogto/core#GameEntity,Game Entity,class,no_match,0.1566,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5547, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7059, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-b3a73e6889e2f174,prov_o,http://www.w3.org/ns/prov#Collection,Collection,class,uogto_alignments_prov-o,https://w3id.org/uogto/core#Action,Action,class,no_match,0.155,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.625, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.75, ""synonym"": false, ""type_compatible"": true}"
candidate-c8e9d7a3d640d03a,prov_o,http://www.w3.org/ns/prov#Location,Location,class,uogto_extensions_matching-allocation,https://w3id.org/uogto/extensions#Allocation,Allocation,class,no_match,0.1544,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.8889, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-f4026fe0638063b2,prov_o,http://www.w3.org/ns/prov#value,value,datatype_property,uogto_extensions_marl,https://w3id.org/uogto/extensions#regretValue,regretValue,datatype_property,no_match,0.1537,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5774, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5882, ""normalized_label"": false, ""property_signature_similarity"": 0.25, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
