candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
mapping_candidate,candidate-d84372889802c209,has temporal duration -> has utility function,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.4444, ""embedding_similarity"": 0.2434, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5854, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-7e1946a57ee4a74c,has temporal duration -> has coalition,owl_time,uogto_extensions_cooperative,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.2653, ""embedding_similarity"": 0.2722, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6471, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3b6ed19109362b94,has beginning -> hasDesigner,owl_time,uogto_extensions_information-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.3962, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.56, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b0f9dd01d4d6069e,has temporal duration -> hasLocalInteraction,owl_time,uogto_extensions_network-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.2424, ""embedding_similarity"": 0.2287, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f905a637c0695b28,has beginning -> hasIntervention,owl_time,uogto_extensions_causal-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.26, ""embedding_similarity"": 0.3223, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-4d5b48e4a89def32,has duration -> hasAllocation,owl_time,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1972, ""embedding_similarity"": 0.2074, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6923, ""normalized_label"": false, ""property_signature_similarity"": 0.0714, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-9f7ed9ddd1ac2057,has temporal duration -> has terminal state,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.3333, ""embedding_similarity"": 0.2615, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6c0bdb7c164b4aff,has beginning -> hasBargainingProtocol,owl_time,uogto_extensions_bargaining,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.3019, ""embedding_similarity"": 0.2593, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6111, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-acf521a666c0f93f,has beginning -> hasBiddingRule,owl_time,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.2857, ""embedding_similarity"": 0.2593, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1c11837e449e5728,has temporal duration -> hasFitnessFunction,owl_time,uogto_extensions_evolutionary-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.3654, ""embedding_similarity"": 0.2287, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5854, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-86067885be5a2449,has duration -> hasMatching,owl_time,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.2162, ""embedding_similarity"": 0.2074, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0769, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3b03f18fc00a0ee0,has duration description -> hasMutationOperator,owl_time,uogto_extensions_evolutionary-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2176, ""embedding_similarity"": 0.1961, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-16c8661607ab39ca,has end -> hasCredential,owl_time,uogto_extensions_trust-reputation-provenance,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3023, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-fd92518bc7620319,has end -> hasMarking,owl_time,uogto_extensions_petri-net-devs-hla,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3495, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5556, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6cdf67228cf41718,has beginning -> hasBargainingSolution,owl_time,uogto_extensions_bargaining,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.2521, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6111, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1a04588f18c0bcb1,has end -> hasContract,owl_time,uogto_extensions_contract-theory,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3762, ""embedding_similarity"": 0.2857, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3d93172d8e004d42,has beginning -> hasLens,owl_time,uogto_extensions_compositional-open-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.2917, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b975948795470f7c,has end -> hasAttacker,owl_time,uogto_extensions_security-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3617, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-264fd5d5c86b4c51,Temporal duration -> TemporalProperty,owl_time,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalDuration,"{""definition_similarity"": 0.2185, ""embedding_similarity"": 0.2485, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6471, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5513f2cf606b5614,Temporal unit -> TemporalProperty,owl_time,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalUnit,"{""definition_similarity"": 0.1577, ""embedding_similarity"": 0.2122, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a1d45105b818cb25,has beginning -> hasDefender,owl_time,uogto_extensions_security-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.4272, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.48, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-e184d77d541732ee,has beginning -> hasNegotiator,owl_time,uogto_extensions_bargaining,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.3505, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5185, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-d7ed043106d62af7,has duration -> hasInstitution,owl_time,uogto_extensions_institutional-economics,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1532, ""embedding_similarity"": 0.1993, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6157b5efe7570883,has duration -> hasActionSpace,owl_time,uogto_extensions_marl,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1909, ""embedding_similarity"": 0.1796, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-91e0ec24fb6a5f0d,has duration -> hasMarking,owl_time,uogto_extensions_petri-net-devs-hla,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.2348, ""embedding_similarity"": 0.1855, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6087, ""normalized_label"": false, ""property_signature_similarity"": 0.0714, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-902360d292963bd2,Temporal entity -> Game Entity,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalEntity,"{""definition_similarity"": 0.1913, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-639a7e3114886a7c,has duration -> has information set,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.2, ""embedding_similarity"": 0.192, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6452, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-d957e21ad9a3330e,has beginning -> hasMatching,owl_time,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.2308, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.56, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-60da40dd345c038c,has beginning -> hasMarking,owl_time,uogto_extensions_petri-net-devs-hla,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasBeginning,"{""definition_similarity"": 0.1964, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5833, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b2b60a8708b3d361,has duration -> hasIntervention,owl_time,uogto_extensions_causal-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1101, ""embedding_similarity"": 0.2166, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a1ca107b188a9161,has duration description -> hasExecutionBinding,owl_time,uogto_extensions_kg-execution-bindings,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.2451, ""embedding_similarity"": 0.1903, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5778, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-fc8c9fdadeb27928,has duration -> hasMutationOperator,owl_time,uogto_extensions_evolutionary-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1909, ""embedding_similarity"": 0.1796, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6061, ""normalized_label"": false, ""property_signature_similarity"": 0.0714, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-966bb9b6d20f0cb7,Temporal position -> Transition,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalPosition,"{""definition_similarity"": 0.2342, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-df0798ff50a232f0,days duration -> description,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#days,"{""definition_similarity"": 0.0856, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5833, ""normalized_label"": false, ""property_signature_similarity"": 0.4615, ""source_reliability"": 1.0, ""structural_similarity"": 0.4615, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a0814e79f9f6b085,Temporal position -> Coalition,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalPosition,"{""definition_similarity"": 0.313, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b448ce4f75f7c511,days duration -> hasGDLDescription,owl_time,uogto_extensions_game-description-languages,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#days,"{""definition_similarity"": 0.1744, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5806, ""normalized_label"": false, ""property_signature_similarity"": 0.3, ""source_reliability"": 1.0, ""structural_similarity"": 0.3, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-2e2f11179c37b552,Time instant -> Terminal State,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#Instant,"{""definition_similarity"": 0.2378, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-53359abf015ee9ac,has duration description -> has information set,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDurationDescription,"{""definition_similarity"": 0.1658, ""embedding_similarity"": 0.2097, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6047, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
